,Округ,Район,Площадь,Площадь лог,Кол-во комнат,Этаж,Этажей в доме,Первый этаж,Последний этаж,Метро,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Тип дома,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна,Окна во двор,Ремонт,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади,Площадь кухни
121,СВАО,р-н Северное Медведково,35.0,3.5553480614894135,1,3.0,9.0,False,False,Медведково,9,True,False,Монолитный,False,False,True,,False,,True,43.0,0.6,0.2,7.0
122,НАО (Новомосковский),Сосенское поселение,32.0,3.4657359027997265,1,4.0,15.0,False,False,Коммунарка,7,True,False,,False,False,True,Во двор,True,Евроремонт,True,,0.5625,0.28125,9.0
123,СЗАО,р-н Хорошево-Мневники,32.0,3.4657359027997265,1,6.0,9.0,False,False,Хорошево,3,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,58.0,0.625,0.1875,6.0
124,САО,р-н Дмитровский,34.8,3.5496173867804286,1,14.0,16.0,False,False,Селигерская,18,True,False,Монолитный,False,False,True,Во двор,True,Без ремонта,False,2.0,0.38505747126436785,0.3419540229885058,11.9
125,ЦАО,р-н Басманный,23.0,3.1354942159291497,СиА,2.0,4.0,False,False,Бауманская,5,True,False,Кирпичный,True,True,False,Во двор,True,Дизайнерский,True,,,,
126,ЮЗАО,р-н Черемушки,33.0,3.4965075614664802,1,9.0,9.0,False,True,Новые Черемушки,1,False,True,Панельный,False,False,False,,False,Косметический,True,57.0,0.696969696969697,0.18181818181818182,6.0
127,ЮАО,р-н Даниловский,32.9,3.493472657771326,1,6.0,9.0,False,False,Тульская,15,True,False,,False,False,True,Во двор,True,Дизайнерский,True,57.0,0.668693009118541,0.182370820668693,6.0
128,САО,р-н Коптево,35.0,3.5553480614894135,1,1.0,5.0,True,False,Войковская,22,True,False,Кирпичный,False,False,False,,False,,True,60.0,0.5714285714285714,0.2571428571428571,9.0
129,САО,р-н Тимирязевский,33.1,3.4995332823830174,1,3.0,9.0,False,False,Дмитровская,4,True,False,Кирпичный,False,False,True,,False,,True,55.0,0.5740181268882175,0.17220543806646527,5.7
130,ЮЗАО,р-н Котловка,28.0,3.332204510175204,СиА,5.0,5.0,False,True,Академическая,15,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,60.0,0.6428571428571429,0.21428571428571427,6.0
131,САО,р-н Головинский,33.8,3.520460802488973,2,3.0,9.0,False,False,Беломорская,3,False,True,Кирпичный,False,False,True,Во двор,True,Косметический,True,54.0,0.6094674556213019,0.14792899408284024,5.0
132,СВАО,р-н Бутырский,33.0,3.4965075614664802,1,12.0,12.0,False,True,Тимирязевская,15,True,False,Панельный,False,False,True,Во двор,True,Евроремонт,True,53.0,0.5454545454545454,0.30303030303030304,10.0
133,ЮЗАО,р-н Черемушки,35.0,3.5553480614894135,1,1.0,17.0,True,False,Академическая,4,False,True,Панельный,True,False,False,Во двор,True,Косметический,True,19.0,0.4,0.2571428571428571,9.0
134,ЗАО,р-н Очаково-Матвеевское,34.0,3.5263605246161616,1,10.0,12.0,False,False,Минская,29,True,False,Панельный,True,False,True,Во двор,True,Дизайнерский,True,49.0,0.5294117647058824,0.23529411764705882,8.0
135,ЮЗАО,р-н Котловка,32.0,3.4657359027997265,1,3.0,11.0,False,False,Академическая,25,True,False,Кирпичный,False,False,True,,False,,True,52.0,0.5625,0.1875,6.0
136,САО,р-н Хорошевский,32.2,3.4719664525503626,1,5.0,15.0,False,False,Аэропорт,7,True,False,Монолитный,False,False,True,На улицу,False,Без ремонта,False,3.0,,,
137,ЗАО,р-н Проспект Вернадского,33.0,3.4965075614664802,1,1.0,9.0,True,False,,,False,False,Панельный,False,False,False,Во двор,True,Евроремонт,True,57.0,0.5454545454545454,0.18181818181818182,6.0
138,ЮАО,р-н Даниловский,30.0,3.4011973816621555,СиА,7.0,8.0,False,False,Шаболовская,10,True,False,,False,False,True,Во двор,True,Евроремонт,True,59.0,0.6466666666666666,0.25666666666666665,7.7
139,СВАО,р-н Алексеевский,35.0,3.5553480614894135,1,20.0,20.0,False,True,Алексеевская,2,False,True,,False,False,False,,False,Без ремонта,False,,0.4857142857142857,0.3142857142857143,11.0
140,ЮАО,р-н Нагатинский затон,33.9,3.5234150143864045,1,4.0,19.0,False,False,Коломенская,15,True,False,,False,False,True,Во двор,True,Без ремонта,False,,0.5221238938053098,0.26843657817109146,9.1
141,ЗАО,р-н Раменки,33.0,3.4965075614664802,1,11.0,12.0,False,False,Раменки,5,True,False,Панельный,False,False,True,,False,Дизайнерский,True,49.0,0.5454545454545454,0.21212121212121213,7.0
142,САО,р-н Беговой,32.0,3.4657359027997265,1,1.0,5.0,True,False,Белорусская,8,True,False,Кирпичный,False,False,False,Во двор,True,Дизайнерский,True,56.0,0.59375,0.21875,7.0
143,СВАО,р-н Алексеевский,29.0,3.367295829986474,СиА,11.0,12.0,False,False,Алексеевская,9,True,False,Панельный,False,False,True,,False,,True,47.0,0.5517241379310345,0.20689655172413793,6.0
144,СЗАО,р-н Хорошево-Мневники,35.0,3.5553480614894135,1,14.0,37.0,False,False,Шелепиха,14,True,False,,False,False,False,На улицу,False,Без ремонта,False,,,,
145,САО,р-н Беговой,32.0,3.4657359027997265,1,2.0,13.0,False,False,Петровский Парк,12,True,False,,False,False,True,Во двор,True,Дизайнерский,True,2.0,0.375,0.34375,11.0
146,ЗАО,р-н Филевский парк,33.0,3.4965075614664802,1,22.0,28.0,False,False,Багратионовская,13,True,False,,False,False,False,На улицу,False,Без ремонта,False,,,,
147,САО,р-н Беговой,34.0,3.5263605246161616,1,7.0,19.0,False,False,Динамо,7,True,False,,True,False,True,Во двор,True,Дизайнерский,True,2.0,0.7352941176470589,,
148,ЮЗАО,р-н Академический,29.8,3.3945083935113587,СиА,3.0,5.0,False,False,Крымская,12,True,False,Кирпичный,False,False,True,Во двор,True,Косметический,True,61.0,0.6040268456375839,0.16778523489932887,5.0
149,НАО (Новомосковский),Коммунарка поселок,33.9,3.5234150143864045,1,14.0,24.0,False,False,Коммунарка,10,False,True,Монолитный,False,False,False,Во двор,True,Без ремонта,False,2.0,0.5545722713864307,0.1415929203539823,4.8
150,ЗАО,р-н Филевский парк,29.0,3.367295829986474,СиА,11.0,16.0,False,False,Фили,12,True,False,Монолитно кирпичный,False,False,False,Во двор,True,Дизайнерский,True,,0.5862068965517241,0.1724137931034483,5.0
151,ВАО,р-н Вешняки,33.0,3.4965075614664802,1,3.0,9.0,False,False,Новогиреево,15,True,False,Панельный,True,False,False,На улицу,False,Без ремонта,False,48.0,0.5666666666666667,0.20303030303030303,6.7
152,СВАО,р-н Марфино,35.0,3.5553480614894135,1,1.0,5.0,True,False,Петровско-Разумовская,20,True,False,,False,False,False,,False,Косметический,True,62.0,0.5428571428571428,,
153,ЗелАО,р-н Крюково,34.1,3.529297384289471,1,5.0,5.0,False,True,,,False,False,Кирпичный,False,False,True,На улицу,False,Без ремонта,False,35.0,0.5542521994134897,0.20527859237536655,7.0
154,СВАО,р-н Северный,33.7,3.517497837358316,1,6.0,15.0,False,False,Алтуфьево,15,False,True,,False,False,True,Во двор,True,Косметический,True,,0.4421364985163205,0.2670623145400593,9.0
155,ЮАО,р-н Царицыно,35.0,3.5553480614894135,1,2.0,12.0,False,False,Царицыно,10,True,False,Блочный,False,False,False,Во двор,True,Косметический,True,52.0,0.5685714285714285,0.27714285714285714,9.7
157,ЗАО,р-н Фили-Давыдково,30.0,3.4011973816621555,СиА,5.0,5.0,False,True,Филевский парк,7,True,False,,True,False,True,Во двор,True,Косметический,True,60.0,0.5666666666666667,0.2,6.0
158,СЗАО,р-н Южное Тушино,35.0,3.5553480614894135,1,5.0,9.0,False,False,Тушинская,11,True,False,Панельный,False,False,True,Во двор,True,Без ремонта,False,49.0,0.6285714285714286,0.17142857142857143,6.0
159,ЮВАО,р-н Некрасовка,22.0,3.091042453358316,СиА,2.0,17.0,False,False,Некрасовка,12,True,False,Панельный,False,False,False,,False,Евроремонт,True,,0.6818181818181818,0.09090909090909091,2.0
160,ЮВАО,р-н Некрасовка,20.0,2.995732273553991,СиА,2.0,17.0,False,False,Некрасовка,10,True,False,Панельный,False,False,True,,False,Евроремонт,True,,0.7,,
161,ЮВАО,р-н Некрасовка,20.0,2.995732273553991,СиА,2.0,17.0,False,False,Некрасовка,,False,False,Панельный,False,False,True,,False,Евроремонт,True,,0.7,0.1,2.0
162,НАО (Новомосковский),Внуковское поселение,20.0,2.995732273553991,СиА,1.0,11.0,True,False,Рассказовка,15,True,False,Монолитный,False,False,False,На улицу,False,Без ремонта,False,,,,
163,ЮЗАО,р-н Южное Бутово,24.0,3.1780538303479458,СиА,1.0,12.0,True,False,Бунинская аллея,7,True,False,Панельный,False,False,True,,False,Косметический,True,,,,
164,НАО (Новомосковский),Филимонковское поселение,27.2,3.3032169733019514,СиА,12.0,12.0,False,True,,,False,False,,False,False,True,Во двор,True,Без ремонта,False,,0.5514705882352942,0.2573529411764706,7.0
165,НАО (Новомосковский),Коммунарка поселок,24.0,3.1780538303479458,СиА,2.0,16.0,False,False,Коммунарка,15,True,False,Панельный,False,False,False,,False,Евроремонт,True,,,,
166,СВАО,р-н Ярославский,19.0,2.9444389791664403,СиА,14.0,16.0,False,False,ВДНХ,20,False,True,Панельный,False,False,False,,False,Косметический,True,,,,
167,НАО (Новомосковский),Филимонковское поселение,30.0,3.4011973816621555,СиА,8.0,12.0,False,False,Филатов луг,15,False,True,,False,False,True,Во двор,True,Без ремонта,False,,0.7333333333333333,,
168,НАО (Новомосковский),Внуковское поселение,27.0,3.295836866004329,СиА,1.0,9.0,True,False,Рассказовка,15,True,False,Монолитный,False,False,True,Во двор,True,Без ремонта,False,,,,
169,ЮАО,р-н Нагатино-Садовники,18.0,2.8903717578961645,СиА,1.0,9.0,True,False,Коломенская,8,True,False,Панельный,False,False,True,,False,Евроремонт,True,,,,
170,ЦАО,р-н Таганский,13.6,2.6100697927420065,СиА,4.0,7.0,False,False,Таганская,15,True,False,,False,False,False,Во двор,True,Без ремонта,False,,,,
171,ЮАО,р-н Даниловский,21.9,3.086486636822455,СиА,1.0,9.0,True,False,Павелецкая,11,True,False,,False,False,False,,False,Без ремонта,False,41.0,,,
172,СВАО,р-н Марфино,18.3,2.9069010598473755,СиА,2.0,5.0,False,False,Окружная,5,True,False,Кирпичный,False,False,False,,False,Без ремонта,False,,0.6010928961748634,0.32786885245901637,6.0
173,ЗелАО,р-н Крюково,23.6,3.1612467120315646,СиА,15.0,17.0,False,False,Комсомольская,30,False,True,Монолитный,False,False,False,,False,Без ремонта,False,2.0,0.5084745762711864,0.2542372881355932,6.0
174,НАО (Новомосковский),Рязановское поселение,24.4,3.1945831322991562,СиА,14.0,14.0,False,True,Бунинская аллея,10,False,True,,False,False,True,,False,Евроремонт,True,,0.6967213114754098,,
175,НАО (Новомосковский),Воскресенское поселение,27.0,3.295836866004329,СиА,10.0,18.0,False,False,Бунинская аллея,25,True,False,,False,False,True,Во двор,True,Без ремонта,False,,,,
176,НАО (Новомосковский),Коммунарка поселок,20.4,3.0155349008501706,СиА,10.0,19.0,False,False,Бунинская аллея,1,False,True,,True,False,True,,False,Косметический,True,,,,
177,НАО (Новомосковский),Марушкинское поселение,31.4,3.4468078929142076,1,4.0,5.0,False,False,Рассказовка,10,False,True,Панельный,False,False,True,Во двор,True,Косметический,True,46.0,0.6050955414012739,0.1910828025477707,6.0
178,ЮВАО,р-н Лефортово,23.0,3.1354942159291497,СиА,1.0,5.0,True,False,Авиамоторная,5,True,False,Кирпичный,False,False,False,,False,Евроремонт,True,,,,
179,СВАО,р-н Марфино,19.0,2.9444389791664403,СиА,4.0,5.0,False,False,Окружная,6,True,False,,False,False,False,На улицу,False,Дизайнерский,True,,,,
180,СВАО,р-н Останкинский,32.2,3.4719664525503626,1,2.0,18.0,False,False,Владыкино,7,True,False,,False,False,False,На улицу,False,Без ремонта,False,,,0.2919254658385093,9.4
181,ЗелАО,р-н Крюково,31.3,3.4436180975461075,1,15.0,18.0,False,False,,,False,False,Монолитный,False,False,False,Во двор,True,Без ремонта,False,2.0,0.4217252396166134,0.27795527156549515,8.7
182,СВАО,р-н Южное Медведково,19.0,2.9444389791664403,СиА,10.0,15.0,False,False,Медведково,1,False,True,,True,False,True,,False,Евроремонт,True,,,,
183,ЗелАО,р-н Старое Крюково,30.7,3.4242626545931514,СиА,7.0,16.0,False,False,Комсомольская,25,False,True,Блочный,False,False,True,,False,Косметический,True,23.0,0.46254071661237783,0.22801302931596093,7.0
184,ЮВАО,р-н Некрасовка,32.4,3.4781584227982836,1,6.0,14.0,False,False,Некрасовка,22,True,False,,False,False,True,,False,Косметический,True,,0.4845679012345679,0.2438271604938272,7.9
185,НАО (Новомосковский),Сосенское поселение,30.0,3.4011973816621555,СиА,1.0,5.0,True,False,Ольховая,20,True,False,,False,False,False,Во двор,True,Косметический,True,50.0,0.6333333333333333,0.2,6.0
186,НАО (Новомосковский),Коммунарка поселок,26.0,3.258096538021482,СиА,16.0,20.0,False,False,Коммунарка,25,True,False,Монолитный,False,False,False,Во двор,True,Евроремонт,True,,0.6153846153846154,0.15384615384615385,4.0
187,ВАО,р-н Богородское,30.5,3.417726683613366,СиА,4.0,5.0,False,False,Бульвар Рокоссовского,5,False,True,Кирпичный,False,False,True,Во двор,True,Косметический,True,58.0,0.6131147540983606,0.1901639344262295,5.8
188,СВАО,р-н Ярославский,33.0,3.4965075614664802,1,6.0,11.0,False,False,Свиблово,15,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,17.0,0.5454545454545454,0.18181818181818182,6.0
189,НАО (Новомосковский),Щербинка,34.2,3.5322256440685598,1,12.0,17.0,False,False,Щербинка,5,True,False,,False,False,True,Во двор,True,Без ремонта,False,,0.5555555555555555,0.23391812865497075,8.0
